time,temp,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,tsun,coco
2022-05-01 00:00:00,11.1,0.5,48,0,,180,5.4,,1019.1,,2
2022-05-01 01:00:00,10.6,2.2,56,0,,180,7.6,,1019.4,,2
2022-05-01 02:00:00,8.9,2.2,63,0,,190,7.6,,1019.3,,2
2022-05-01 03:00:00,8.9,2.2,63,0,,220,5.4,,1019.4,,1
2022-05-01 04:00:00,8.9,2.9,66,0,,10,5.4,,1019.4,,1
2022-05-01 05:00:00,7.2,1.7,68,0,,20,11.2,,1019.6,,1
2022-05-01 06:00:00,6.7,0.6,65,0,,20,13,,1019.7,,2
2022-05-01 07:00:00,8.9,1.1,58,0,,30,14.8,,1020.3,,2
2022-05-01 08:00:00,11.7,0.2,45,0,,10,14.8,,1020.5,,2
2022-05-01 09:00:00,14.4,-0.5,36,0,,40,11.2,,1020.7,,2
2022-05-01 10:00:00,15.6,0.2,35,0,,30,7.6,,1020.5,,2
2022-05-01 11:00:00,17.8,-2.5,25,0,,120,9.4,,1020.8,,3
2022-05-01 12:00:00,18.3,-4.4,21,0,,105,9.4,,1020.6,,3
2022-05-01 13:00:00,20,0.4,27,0,,120,7.6,,1019.9,,3
2022-05-01 14:00:00,19.4,-1.1,25,0,,120,20.5,,1019.3,,3
2022-05-01 15:00:00,20,-2.4,22,0,,130,14.8,,1018.7,,3
2022-05-01 16:00:00,19.4,-2.3,23,0,,140,16.6,,1018.2,,3
2022-05-01 17:00:00,17.8,-1.5,27,0,,130,16.6,,1018.3,,3
2022-05-01 18:00:00,17.8,1.3,33,0,,130,16.6,,1018.3,,3
2022-05-01 19:00:00,16.1,1.8,38,0,,120,11.2,,1017.7,,4
2022-05-01 20:00:00,14.4,5.7,56,0,,110,14.8,,1017.3,,4
2022-05-01 21:00:00,13.9,7.2,64,0,,150,14.8,,1017.8,,4
2022-05-01 22:00:00,13.9,7.9,67,,,150,7.6,,1018.4,,4
2022-05-01 23:00:00,13.9,8.3,69,,,150,7.6,,1018.6,,4
2022-05-02 00:00:00,14.4,7.9,65,,,120,7.6,,1018.4,,4
2022-05-02 01:00:00,14.4,7.9,65,0,,100,9.4,,1018.3,,4
2022-05-02 02:00:00,13.9,7.2,64,0,,120,9.4,,1017.8,,4
2022-05-02 03:00:00,13.9,6.7,62,0,,90,9.4,,1017.3,,4
2022-05-02 04:00:00,13.3,6.2,62,0.3,,160,7.6,,1017.2,,4
2022-05-02 05:00:00,12.8,7.9,72,0.3,,110,7.6,,1016.5,,4
2022-05-02 06:00:00,12.8,7.9,72,2.8,,110,24.1,,1015.8,,4
2022-05-02 07:00:00,12.2,9.4,83,1.8,,60,20.5,,1016.5,,7
2022-05-02 08:00:00,12.2,9.9,86,,,30,5.4,,1017.7,,7
2022-05-02 09:00:00,13.3,11.2,87,0,,60,13,,1018,,7
2022-05-02 10:00:00,13.9,11.1,83,0,,60,9.4,,1017.4,,7
2022-05-02 11:00:00,13.9,11.1,83,0,,80,14.8,,1016.9,,7
2022-05-02 12:00:00,13.3,11.7,90,0.3,,70,9.4,,1017.3,,7
2022-05-02 13:00:00,13.9,12.3,90,0.3,,80,9.4,,1016.7,,4
2022-05-02 14:00:00,14.4,12.3,87,,,90,13,,1016.4,,4
2022-05-02 15:00:00,14.4,11.7,84,0,,40,13,,1015.9,,4
2022-05-02 16:00:00,13.9,11.8,87,0,,340,11.2,,1016.6,,4
2022-05-02 17:00:00,14.4,12.3,87,,,30,11.2,,1016.4,,4
2022-05-02 18:00:00,14.4,11.7,84,0,,10,13,,1016.7,,4
2022-05-02 19:00:00,14.4,11.7,84,0,,30,11.2,,1016.9,,4
2022-05-02 20:00:00,13.9,11.8,87,0,,40,14.8,,1017.5,,3
2022-05-02 21:00:00,13.3,11.2,87,0,,30,13,,1018,,3
2022-05-02 22:00:00,13.3,11.2,87,0,,20,16.6,,1018.5,,3
2022-05-02 23:00:00,13.3,10.7,84,0,,20,14.8,,1018.6,,3
2022-05-03 00:00:00,13.3,10.7,84,0,,30,13,,1019,,3
2022-05-03 01:00:00,13.3,10.7,84,0,,20,13,,1019.5,,3
2022-05-03 02:00:00,12.8,10,83,0,,40,13,,1019.4,,2
2022-05-03 03:00:00,12.2,9.4,83,0,,20,16.6,,1019.2,,3
2022-05-03 04:00:00,12.2,9.4,83,0,,20,11.2,,1019.7,,3
2022-05-03 05:00:00,11.7,8.4,80,0,,360,11.2,,1020,,3
2022-05-03 06:00:00,10.6,8.4,86,0,,20,14.8,,1020.1,,4
2022-05-03 07:00:00,11.7,8.9,83,0,,20,18.4,,1020.4,,3
2022-05-03 08:00:00,13.3,9.4,77,0,,20,16.6,,1021,,3
2022-05-03 09:00:00,15,8.9,67,0,,20,20.5,,1021.3,,3
2022-05-03 10:00:00,16.1,8.8,62,0,,40,14.8,,1021.5,,3
2022-05-03 11:00:00,17.2,8.9,58,0,,30,16.6,,1021.4,,3
2022-05-03 12:00:00,17.2,8.9,58,0,,40,9.4,,1021.4,,3
2022-05-03 13:00:00,17.8,8.9,56,0,,80,18.4,,1020.9,,3
2022-05-03 14:00:00,17.8,8.4,54,0,,100,13,,1021.3,,3
2022-05-03 15:00:00,16.7,8.4,58,0,,150,16.6,,1021.3,,4
2022-05-03 16:00:00,15.6,8.3,62,0,,140,16.6,,1021.2,,4
2022-05-03 17:00:00,14.4,7.9,65,0,,150,18.4,,1020.9,,4
2022-05-03 18:00:00,13.3,8.4,72,0,,140,13,,1020.9,,4
2022-05-03 19:00:00,13.3,7.7,69,0,,140,18.4,,1020.5,,4
2022-05-03 20:00:00,12.8,7.9,72,0,,140,18.4,,1019.9,,4
2022-05-03 21:00:00,12.2,7.9,75,0,,120,20.5,,1019.3,,4
2022-05-03 22:00:00,11.7,8.4,80,0,,110,14.8,,1019.9,,4
2022-05-03 23:00:00,11.7,8.4,80,0,,120,13,,1019.9,,4
2022-05-04 00:00:00,11.1,8.3,83,0,,120,14.8,,1019.3,,4
2022-05-04 01:00:00,10.6,8.9,89,,,120,13,,1018.9,,7
2022-05-04 02:00:00,10.6,8.9,89,,,100,9.4,,1018.6,,7
2022-05-04 03:00:00,10.6,8.4,86,,,100,11.2,,1018.1,,7
2022-05-04 04:00:00,10.6,8.9,89,1.8,,100,7.6,,1017.8,,8
2022-05-04 05:00:00,10.6,9.4,92,,,90,5.4,,1016.7,,8
2022-05-04 06:00:00,11.1,9.4,89,1,,90,5.4,,1017,,7
2022-05-04 07:00:00,11.7,9.4,86,,,60,9.4,,1015.6,,7
2022-05-04 08:00:00,11.7,9.9,89,0.3,,70,9.4,,1015,,7
2022-05-04 09:00:00,12.2,9.9,86,,,70,5.4,,1016.1,,7
2022-05-04 10:00:00,12.2,10.6,90,0.8,,70,9.4,,1015.2,,4
2022-05-04 11:00:00,12.8,10.7,87,,,300,5.4,,1015.8,,7
2022-05-04 12:00:00,13.3,11.2,87,0,,180,5.4,,1015.6,,4
2022-05-04 13:00:00,14.4,11.7,84,0,,276,5.4,,1015,,4
2022-05-04 14:00:00,15.6,11.8,78,0,,4,5.4,,1014.5,,4
2022-05-04 15:00:00,16.1,12.3,78,0,,0,0,,1013.8,,4
2022-05-04 16:00:00,17.8,12.3,70,0,,250,13,,1013.4,,4
2022-05-04 17:00:00,18.3,12.7,70,0,,270,14.8,,1013,,4
2022-05-04 18:00:00,20,13.2,65,0,,260,14.8,,1012.8,,4
2022-05-04 19:00:00,18.9,12.9,68,0,,250,11.2,,1013,,3
2022-05-04 20:00:00,18.3,12.7,70,0,,240,11.2,,1013.3,,3
2022-05-04 21:00:00,18.3,12.7,70,0,,260,13,,1014.3,,3
2022-05-04 22:00:00,17.8,12.9,73,0,,280,9.4,,1014.8,,3
2022-05-04 23:00:00,17.8,12.9,73,0,,310,11.2,,1015.5,,4
2022-05-05 00:00:00,17.8,12.3,70,0,,320,9.4,,1016,,4
2022-05-05 01:00:00,16.7,12.2,75,0,,20,16.6,,1016.7,,4
2022-05-05 02:00:00,16.7,11.2,70,0,,360,22.3,,1016.4,,4
2022-05-05 03:00:00,16.1,11.1,72,0,,360,22.3,,1016.6,,3
2022-05-05 04:00:00,16.1,11.1,72,0,,360,18.4,,1016.8,,4
2022-05-05 05:00:00,15.6,10.6,72,0,,10,16.6,,1017,,4
2022-05-05 06:00:00,15,10.6,75,0,,20,11.2,,1017.1,,4
2022-05-05 07:00:00,15,10.6,75,0,,20,18.4,,1018.1,,3
2022-05-05 08:00:00,16.7,11.2,70,0,,350,24.1,,1018.3,,3
2022-05-05 09:00:00,17.2,10.1,63,0,,360,20.5,,1019.6,,3
2022-05-05 10:00:00,18.3,8.8,54,0,,50,13,,1019.4,,3
2022-05-05 11:00:00,19.4,8.4,49,0,,20,9.4,,1019.2,,3
2022-05-05 12:00:00,20,7.7,45,0,,110,13,,1018.8,,3
2022-05-05 13:00:00,21.7,6.8,38,0,,66,9.4,,1018.2,,3
2022-05-05 14:00:00,22.2,6.8,37,0,,160,5.4,,1017.9,,3
2022-05-05 15:00:00,22.8,6.1,34,0,,160,7.6,,1017.4,,3
2022-05-05 16:00:00,23.3,6.1,33,0,,170,13,,1016.5,,3
2022-05-05 17:00:00,22.8,6.1,34,0,,140,11.2,,1015.9,,3
2022-05-05 18:00:00,21.1,6.6,39,0,,140,18.4,,1016.1,,3
2022-05-05 19:00:00,20.6,7.2,42,0,,150,14.8,,1016.6,,3
2022-05-05 20:00:00,19.4,7.8,47,0,,160,13,,1016.6,,3
2022-05-05 21:00:00,17.8,7.8,52,0,,170,11.2,,1016.7,,3
2022-05-05 22:00:00,17.2,7.8,54,0,,180,11.2,,1016.8,,3
2022-05-05 23:00:00,16.1,8.3,60,0,,190,11.2,,1016.9,,4
2022-05-06 00:00:00,16.1,8.3,60,0,,190,11.2,,1016.9,,4
2022-05-06 01:00:00,15.6,8.3,62,0,,160,7.6,,1015.3,,4
2022-05-06 02:00:00,15,8.2,64,0,,190,7.6,,1015.4,,4
2022-05-06 03:00:00,15.6,8.8,64,0,,180,9.4,,1015.6,,4
2022-05-06 04:00:00,15,9.4,69,0,,160,5.4,,1015,,4
2022-05-06 05:00:00,15,9.4,69,,,160,5.4,,1015,,4
2022-05-06 06:00:00,15.6,9.5,67,0,,0,0,,1014.6,,4
2022-05-06 07:00:00,14.4,10,75,0,,30,7.6,,1015.4,,4
2022-05-06 08:00:00,14.4,11.7,84,2.5,,60,7.6,,1015.2,,7
2022-05-06 09:00:00,14.4,11.7,84,1.3,,60,7.6,,1015.2,,7
2022-05-06 10:00:00,15.6,12.7,83,0.3,,40,9.4,,1014.6,,7
2022-05-06 11:00:00,16.1,12.8,81,0.3,,90,13,,1014.3,,8
2022-05-06 12:00:00,15,12.1,83,0.3,,140,11.2,,1013.6,,8
2022-05-06 13:00:00,15,11.8,81,0.5,,140,9.4,,1013.3,,8
2022-05-06 14:00:00,15,11.8,81,0.3,,140,9.4,,1013.3,,8
2022-05-06 15:00:00,13.3,10.7,84,1.5,,120,11.2,,1012.6,,8
2022-05-06 16:00:00,12.8,10.7,87,1.3,,130,13,,1012.6,,8
2022-05-06 17:00:00,12.2,9.4,83,0.2,,120,16.6,,1011.9,,8
2022-05-06 18:00:00,11.1,9.4,89,1.8,,130,11.2,,1011.5,,8
2022-05-06 19:00:00,11.1,9.4,89,1.8,,130,11.2,,1011.5,,8
2022-05-06 20:00:00,11.1,8.8,86,0.5,,80,7.6,,1011.1,,8
2022-05-06 21:00:00,11.1,8.8,86,2.8,,70,13,,1010.9,,9
2022-05-06 22:00:00,11.1,9.4,89,1.3,,60,9.4,,1010.4,,9
2022-05-06 23:00:00,11.1,8.8,86,2,,60,11.2,,1010,,9
2022-05-07 00:00:00,11.1,8.8,86,1.3,,60,11.2,,1010,,9
2022-05-07 01:00:00,11.1,9.4,89,1,,40,18.4,,1008.9,,9
2022-05-07 02:00:00,11.1,8.8,86,2.3,,50,22.3,,1008,,9
2022-05-07 03:00:00,11.1,8.8,86,1.8,,50,22.3,,1008,,9
2022-05-07 04:00:00,11.7,8.9,83,1,,40,22.3,,1007.1,,9
2022-05-07 05:00:00,11.7,8.9,83,1.5,,50,29.5,,1007.1,,9
2022-05-07 06:00:00,11.7,8.9,83,2.3,,50,24.1,,1007.5,,8
2022-05-07 07:00:00,11.7,8.9,83,0.3,,60,25.9,,1007.7,,8
2022-05-07 08:00:00,11.7,8.9,83,0.8,,60,22.3,,1008.2,,8
2022-05-07 09:00:00,11.7,8.9,83,0.8,,60,22.3,,1008.2,,8
2022-05-07 10:00:00,11.1,8.3,83,,,40,33.5,,1008.9,,8
2022-05-07 11:00:00,10,7.8,86,2,,50,29.5,,1009.5,,8
2022-05-07 12:00:00,10,7.8,86,4.6,,50,29.5,,1009.5,,8
2022-05-07 13:00:00,10,7.8,86,5.8,,50,22.3,,1010.9,,8
2022-05-07 14:00:00,9.4,7.8,90,4.1,,40,24.1,,1011.1,,7
2022-05-07 15:00:00,10,7.2,83,2,,30,22.3,,1011.7,,7
2022-05-07 16:00:00,9.4,5.6,77,0.3,,30,22.3,,1011.9,,7
2022-05-07 17:00:00,9.4,5,74,,,30,27.7,,1012.5,,7
2022-05-07 18:00:00,9.4,4,69,0.5,,30,27.7,,1013.2,,7
2022-05-07 19:00:00,9.4,4,69,,,30,29.5,,1013.2,,7
2022-05-07 20:00:00,8.9,3.9,71,,,30,20.5,,1014.8,,7
2022-05-07 21:00:00,8.9,3.3,68,0.3,,30,20.5,,1015.6,,7
2022-05-07 22:00:00,8.9,2.9,66,0.3,,20,18.4,,1015.9,,7
2022-05-07 23:00:00,8.3,1.7,63,,,30,22.3,,1016.5,,7
2022-05-08 00:00:00,8.3,1.7,63,,,30,22.3,,1016.5,,8
2022-05-08 01:00:00,8.3,0.5,58,0.3,,40,24.1,,1016,,8
2022-05-08 02:00:00,8.3,0,56,,,30,18.4,,1015.7,,8
2022-05-08 03:00:00,8.9,-0.7,51,,,30,22.3,,1015.8,,7
2022-05-08 04:00:00,8.9,-0.7,51,,,30,22.3,,1015.8,,7
2022-05-08 05:00:00,7.8,1.6,65,,,30,24.1,,1016.5,,7
2022-05-08 06:00:00,7.8,2.3,68,,,20,25.9,,1017.3,,4
2022-05-08 07:00:00,8.9,2.2,63,,,20,25.9,,1017.6,,4
2022-05-08 08:00:00,10,1.6,56,,,30,31.7,,1018.4,,4
2022-05-08 09:00:00,10,1.6,56,,,40,31.7,,1018.4,,4
2022-05-08 10:00:00,12.2,-0.7,41,,,60,24.1,,1019.8,,4
2022-05-08 11:00:00,13.9,-0.6,37,0,,60,24.1,,1019.6,,4
2022-05-08 12:00:00,14.4,1,40,0,,50,22.3,,1019.3,,4
2022-05-08 13:00:00,15,1.1,39,0,,30,24.1,,1019.1,,4
2022-05-08 14:00:00,15,1.1,39,0,,30,24.1,,1019.1,,4
2022-05-08 15:00:00,15.6,-1.5,31,0,,50,25.9,,1018.9,,4
2022-05-08 16:00:00,16.1,-2.9,27,0,,50,24.1,,1018.7,,4
2022-05-08 17:00:00,15.6,-2.4,29,0,,50,18.4,,1019.2,,4
2022-05-08 18:00:00,15,-4.4,26,0,,50,24.1,,1019.7,,4
2022-05-08 19:00:00,15,-4.4,26,0,,50,24.1,,1019.7,,4
2022-05-08 20:00:00,14.4,-4.9,26,0,,60,22.3,,1020.8,,4
2022-05-08 21:00:00,13.3,-2.6,33,0,,50,14.8,,1021.4,,4
2022-05-08 22:00:00,13.3,-5.8,26,0,,40,22.3,,1021.7,,4
2022-05-08 23:00:00,12.2,-6.8,26,0,,40,22.3,,1021.7,,4
2022-05-09 00:00:00,12.2,-6.8,26,0,,30,31.7,,1021.7,,4
2022-05-09 01:00:00,10,-5.6,33,0,,30,24.1,,1021.2,,4
2022-05-09 02:00:00,9.4,-4.9,36,0,,20,22.3,,1021.2,,4
2022-05-09 03:00:00,9.4,-4.9,36,0,,30,24.1,,1021.3,,4
2022-05-09 04:00:00,9.4,-4.9,36,0,,30,24.1,,1021.3,,4
2022-05-09 05:00:00,7.8,-5.7,38,0,,20,20.5,,1021.9,,4
2022-05-09 06:00:00,8.9,-4.3,39,0,,20,24.1,,1022.5,,3
2022-05-09 07:00:00,11.7,-4.9,31,0,,30,25.9,,1023.1,,2
2022-05-09 08:00:00,12.8,-4.4,30,0,,40,24.1,,1023.6,,2
2022-05-09 09:00:00,12.8,-4.4,30,0,,40,24.1,,1023.6,,2
2022-05-09 10:00:00,16.7,-4.6,23,0,,20,24.1,,1023.7,,2
2022-05-09 11:00:00,18.3,-3.8,22,0,,20,22.3,,1023.3,,2
2022-05-09 12:00:00,20,-5.8,17,0,,20,22.3,,1022.8,,2
2022-05-09 13:00:00,20.6,-5.3,17,0,,30,24.1,,1022.5,,2
2022-05-09 14:00:00,20.6,-5.3,17,0,,30,24.1,,1022.5,,2
2022-05-09 15:00:00,21.7,-6.1,15,0,,60,16.6,,1022.1,,2
2022-05-09 16:00:00,22.2,-5.7,15,0,,50,22.3,,1022.4,,2
2022-05-09 17:00:00,21.7,-6.1,15,0,,50,22.3,,1022.8,,2
2022-05-09 18:00:00,20.6,-7,15,0,,50,25.9,,1023.7,,2
2022-05-09 19:00:00,20.6,-7,15,0,,50,25.9,,1023.7,,2
2022-05-09 20:00:00,18.3,-11.6,12,0,,40,22.3,,1025.2,,2
2022-05-09 21:00:00,17.2,-13.6,11,0,,40,27.7,,1025.7,,2
2022-05-09 22:00:00,16.1,-14.4,11,0,,40,29.5,,1025.9,,2
2022-05-09 23:00:00,14.4,-12.8,14,0,,40,38.9,,1026.4,,2
2022-05-10 00:00:00,14.4,-12.8,14,0,,20,31.7,,1026.4,,2
2022-05-10 01:00:00,12.2,-12.2,17,0,,30,29.5,,1025.8,,1
2022-05-10 02:00:00,11.1,-11.1,20,0,,20,24.1,,1025.6,,1
2022-05-10 03:00:00,10.6,-9.7,23,0,,10,24.1,,1025.6,,1
2022-05-10 04:00:00,10.6,-9.7,23,0,,10,24.1,,1025.6,,1
2022-05-10 05:00:00,10.6,-6.3,30,0,,10,22.3,,1026.5,,1
2022-05-10 06:00:00,12.2,-5.8,28,0,,360,25.9,,1027.4,,2
2022-05-10 07:00:00,13.9,-3.9,29,0,,20,24.1,,1027.9,,2
2022-05-10 08:00:00,16.1,-2.9,27,0,,20,25.9,,1028.1,,2
2022-05-10 09:00:00,16.1,-2.9,27,0,,20,25.9,,1028.1,,2
2022-05-10 10:00:00,19.4,-2.9,22,0,,30,24.1,,1027.9,,2
2022-05-10 11:00:00,21.1,-2.1,21,0,,20,25.9,,1027.5,,2
2022-05-10 12:00:00,22.2,-1.8,20,0,,20,25.9,,1026.6,,2
2022-05-10 13:00:00,22.2,-1.8,20,0,,30,29.5,,1026.6,,2
2022-05-10 14:00:00,22.8,-2,19,0,,60,9.4,,1025.6,,2
2022-05-10 15:00:00,23.3,-2.4,18,0,,50,20.5,,1025.4,,2
2022-05-10 16:00:00,22.8,-2.8,18,0,,70,14.8,,1025.4,,2
2022-05-10 17:00:00,20.6,0.9,27,0,,110,11.2,,1025.6,,2
2022-05-10 18:00:00,20.6,0.9,27,0,,110,11.2,,1025.6,,2
2022-05-10 19:00:00,20,-1.8,23,0,,80,13,,1026.2,,3
2022-05-10 20:00:00,18.9,-1,26,0,,60,13,,1026.7,,3
2022-05-10 21:00:00,18.3,-5.1,20,0,,70,14.8,,1027,,3
2022-05-10 22:00:00,17.2,-4.1,23,0,,50,16.6,,1026.8,,2
2022-05-10 23:00:00,17.2,-4.1,23,0,,50,16.6,,1026.8,,2
2022-05-11 00:00:00,15,-4.4,26,0,,30,16.6,,1026.6,,2
2022-05-11 01:00:00,12.8,-3.9,31,0,,20,18.4,,1025.9,,2
2022-05-11 02:00:00,13.3,-4.8,28,0,,30,20.5,,1025.4,,2
2022-05-11 03:00:00,12.8,-4.8,29,0,,30,20.5,,1025.2,,2
2022-05-11 04:00:00,12.8,-4.8,29,0,,20,24.1,,1025.2,,2
2022-05-11 05:00:00,12.8,-4.4,30,0,,20,24.1,,1024.8,,2
