time,temp,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,tsun,coco
2022-05-21 16:00:00,35,17.7,36,0,,210,24.1,,1015,,2
2022-05-21 17:00:00,35,17.7,36,0,,240,20.5,,1015,,2
2022-05-21 18:00:00,33.9,18,39,0,,260,18.4,,1014.8,,2
2022-05-21 19:00:00,33.9,18,39,0,,260,18.4,,1014.8,,2
2022-05-21 20:00:00,29.4,18.8,53,0,,190,7.6,,1014.6,,3
2022-05-21 21:00:00,29.4,18.8,53,0,,180,11.2,,1015.6,,3
2022-05-21 22:00:00,28.3,19.5,59,0,,200,16.6,,1016.4,,3
2022-05-21 23:00:00,28.3,19.5,59,0,,200,16.6,,1016.4,,2
2022-05-22 00:00:00,27.2,19,61,0,,190,7.6,,1016.6,,2
2022-05-22 01:00:00,26.1,19,65,0,,200,9.4,,1016.3,,2
2022-05-22 02:00:00,25.6,19,67,0,,210,14.8,,1015.8,,2
2022-05-22 03:00:00,25.6,19.5,69,0,,190,9.4,,1015.1,,2
2022-05-22 04:00:00,25.6,19.5,69,0,,190,9.4,,1015.1,,2
2022-05-22 05:00:00,24.4,20.1,77,0,,0,0,,1015.5,,2
2022-05-22 06:00:00,25,20.7,77,0,,200,9.4,,1016.1,,2
2022-05-22 07:00:00,26.1,20.7,72,0,,230,18.4,,1016.4,,2
2022-05-22 08:00:00,28.9,21.2,63,0,,230,18.4,,1016.4,,2
2022-05-22 09:00:00,28.9,21.2,63,0,,230,25.9,,1016.4,,3
2022-05-22 10:00:00,30,18.4,50,0,,330,14.8,,1015.9,,2
2022-05-22 11:00:00,30,17.8,48,0,,250,16.6,,1016.2,,2
2022-05-22 12:00:00,31.7,20,50,0,,220,14.8,,1015.6,,2
2022-05-22 13:00:00,31.7,20,50,0,,220,14.8,,1015.6,,3
2022-05-22 14:00:00,33.9,16.7,36,0,,250,16.6,,1013.8,,3
2022-05-22 15:00:00,34.4,16.7,35,0,,250,16.6,,1013.1,,3
2022-05-22 16:00:00,32.8,19.3,45,0,,210,14.8,,1012.8,,3
2022-05-22 17:00:00,33.3,18.3,41,0,,210,14.8,,1012.6,,3
2022-05-22 18:00:00,33.3,18.3,41,0,,240,27.7,,1012.6,,3
2022-05-22 19:00:00,31.7,18.3,45,0,,240,24.1,,1013.3,,3
2022-05-22 20:00:00,29.4,19.4,55,0,,250,11.2,,1014.2,,3
2022-05-22 21:00:00,28.3,17.8,53,0,,250,11.2,,1015.8,,3
2022-05-22 22:00:00,25.6,17.3,60,0,,320,29.5,,1016.8,,3
2022-05-22 23:00:00,25.6,17.3,60,0,,350,31.7,,1016.8,,3
2022-05-23 00:00:00,23.3,15.6,62,0,,330,14.8,,1017.8,,3
2022-05-23 01:00:00,21.7,13.9,61,0,,310,25.9,,1017.9,,3
2022-05-23 02:00:00,20,11.7,59,0,,340,22.3,,1018.2,,3
2022-05-23 03:00:00,18.9,9.9,56,0,,340,22.3,,1018.4,,3
2022-05-23 04:00:00,18.3,8.8,54,0,,330,25.9,,1019.3,,3
2022-05-23 05:00:00,18.3,8.8,54,0,,340,29.5,,1019.3,,3
2022-05-23 06:00:00,17.2,8.3,56,0,,340,24.1,,1021.3,,3
2022-05-23 07:00:00,17.8,8.4,54,0,,350,18.4,,1021.9,,3
2022-05-23 08:00:00,17.8,8.4,54,0,,350,18.4,,1021.9,,3
2022-05-23 09:00:00,20.6,8.3,45,0,,350,16.6,,1022.7,,4
2022-05-23 10:00:00,21.7,7.9,41,0,,10,20.5,,1022.7,,3
2022-05-23 11:00:00,22.2,8.3,41,0,,10,13,,1022.6,,3
2022-05-23 12:00:00,23.3,7.4,36,0,,10,11.2,,1022.2,,3
2022-05-23 13:00:00,23.3,7.4,36,0,,40,11.2,,1022.2,,3
2022-05-23 14:00:00,23.9,6.2,32,0,,30,14.8,,1021.3,,3
2022-05-23 15:00:00,25.6,5.2,27,0,,340,20.5,,1021,,3
2022-05-23 16:00:00,24.4,5.2,29,0,,20,14.8,,1020.9,,4
2022-05-23 17:00:00,23.3,5.7,32,0,,20,9.4,,1021.2,,4
2022-05-23 18:00:00,23.3,5.7,32,0,,20,9.4,,1021.2,,4
2022-05-23 19:00:00,22.2,6,35,0,,30,18.4,,1021.7,,4
2022-05-23 20:00:00,21.7,6.8,38,0,,20,16.6,,1021.8,,4
2022-05-23 21:00:00,21.1,6.6,39,0,,20,16.6,,1022.5,,4
2022-05-23 22:00:00,20,5.6,39,0,,30,18.4,,1023.2,,4
2022-05-23 23:00:00,20,5.6,39,0,,30,18.4,,1023.2,,4
2022-05-24 00:00:00,19.4,9,51,0,,0,0,,1023.2,,4
2022-05-24 01:00:00,19.4,10.7,57,0,,90,9.4,,1023.2,,4
2022-05-24 02:00:00,18.3,10.6,61,0,,120,13,,1023.4,,4
2022-05-24 03:00:00,17.2,11,67,0,,130,13,,1023.4,,4
2022-05-24 04:00:00,17.2,11,67,0,,130,13,,1023.4,,4
2022-05-24 05:00:00,17.2,9.4,60,0,,90,11.2,,1024.1,,4
2022-05-24 06:00:00,17.8,7.8,52,0,,90,7.6,,1024.8,,4
2022-05-24 07:00:00,18.3,8.8,54,0,,50,11.2,,1025.3,,4
2022-05-24 08:00:00,18.3,8.8,54,0,,50,11.2,,1025.3,,4
2022-05-24 09:00:00,18.3,9.4,56,0,,60,13,,1025.7,,4
2022-05-24 10:00:00,18.3,8.8,54,0,,60,14.8,,1026.1,,4
2022-05-24 11:00:00,18.9,8.8,52,0,,50,13,,1026.4,,4
2022-05-24 12:00:00,20,6.7,42,0,,140,16.6,,1026.1,,4
2022-05-24 13:00:00,20,6.7,42,0,,140,16.6,,1026.1,,3
2022-05-24 14:00:00,18.3,8.8,54,0,,160,13,,1026,,4
2022-05-24 15:00:00,18.3,6.8,47,0,,150,13,,1025.8,,4
2022-05-24 16:00:00,19.4,5.5,40,0,,150,7.6,,1025.5,,3
2022-05-24 17:00:00,18.3,6.2,45,0,,170,13,,1025.4,,3
2022-05-24 18:00:00,18.3,6.2,45,0,,170,13,,1025.4,,3
2022-05-24 19:00:00,16.7,8.4,58,0,,150,18.4,,1026,,3
2022-05-24 20:00:00,16.1,8.8,62,0,,140,13,,1026.6,,3
2022-05-24 21:00:00,16.1,8.3,60,0,,120,11.2,,1027,,3
2022-05-24 22:00:00,16.1,8.3,60,0,,120,11.2,,1027,,3
2022-05-24 23:00:00,16.1,8.3,60,0,,100,7.6,,1027,,3
2022-05-25 00:00:00,15.6,8.3,62,0,,120,7.6,,1026.9,,3
2022-05-25 01:00:00,15.6,8.3,62,0,,90,5.4,,1026.8,,3
2022-05-25 02:00:00,15,7.8,62,0,,70,5.4,,1027.1,,3
2022-05-25 03:00:00,15,7.8,62,0,,70,5.4,,1027.1,,3
2022-05-25 04:00:00,15,7.8,62,0,,60,5.4,,1027.3,,3
2022-05-25 05:00:00,13.9,8.3,69,0,,20,5.4,,1027.5,,3
2022-05-25 06:00:00,15.6,8.3,62,0,,70,7.6,,1028.3,,3
2022-05-25 07:00:00,16.7,7.3,54,0,,30,9.4,,1029.1,,3
2022-05-25 08:00:00,16.7,7.3,54,0,,30,9.4,,1029.1,,3
2022-05-25 09:00:00,18.3,7.1,48,0,,110,9.4,,1029.4,,3
2022-05-25 10:00:00,20,6.7,42,0,,70,9.4,,1029.3,,3
2022-05-25 11:00:00,21.1,7.3,41,0,,70,11.2,,1029.2,,3
2022-05-25 12:00:00,21.1,7.3,41,0,,160,11.2,,1029.2,,3
2022-05-25 13:00:00,20.6,7.2,42,0,,160,18.4,,1028.6,,3
2022-05-25 14:00:00,20,6,40,0,,150,18.4,,1028.2,,3
2022-05-25 15:00:00,19.4,7.8,47,0,,160,16.6,,1028.1,,3
2022-05-25 16:00:00,18.9,8,49,0,,140,16.6,,1027.8,,3
2022-05-25 17:00:00,17.8,7.2,50,0,,160,14.8,,1027.7,,3
2022-05-25 18:00:00,17.8,7.2,50,0,,160,14.8,,1027.7,,3
2022-05-25 19:00:00,16.1,6.8,54,0,,160,13,,1028.3,,3
2022-05-25 20:00:00,15.6,6.6,55,0,,160,11.2,,1028.3,,3
2022-05-25 21:00:00,15.6,4,46,0,,160,5.4,,1028.5,,3
2022-05-25 22:00:00,15.6,4,46,0,,170,5.4,,1028.5,,3
2022-05-25 23:00:00,15,4.9,51,0,,160,7.6,,1028.1,,3
2022-05-26 00:00:00,15,6,55,0,,130,5.4,,1027.9,,3
2022-05-26 01:00:00,15,7.3,60,0,,100,11.2,,1027.1,,3
2022-05-26 02:00:00,15,7.3,60,0,,0,0,,1026.7,,4
2022-05-26 03:00:00,15,7.3,60,0,,0,0,,1026.7,,3
2022-05-26 04:00:00,14.4,9,70,0,,0,0,,1026.6,,3
2022-05-26 05:00:00,15,10,72,0,,130,9.4,,1026.5,,3
2022-05-26 06:00:00,15.6,10.6,72,0,,130,9.4,,1026.8,,4
2022-05-26 07:00:00,16.7,11.2,70,0,,130,9.4,,1027.1,,4
2022-05-26 08:00:00,16.7,11.2,70,0,,117,9.4,,1027.1,,4
2022-05-26 09:00:00,18.3,11.6,65,0,,130,14.8,,1026.4,,4
2022-05-26 10:00:00,18.9,11.7,63,0,,170,13,,1026.1,,4
2022-05-26 11:00:00,20.6,11.8,57,0,,110,16.6,,1025.5,,4
2022-05-26 12:00:00,21.1,11.7,55,0,,150,14.8,,1024.9,,4
2022-05-26 13:00:00,21.1,11.7,55,0,,150,14.8,,1024.9,,4
2022-05-26 14:00:00,20.6,13.3,63,0,,120,16.6,,1023.2,,4
2022-05-26 15:00:00,20.6,13.3,63,0,,130,18.4,,1022.3,,4
2022-05-26 16:00:00,20.6,14,66,0,,130,20.5,,1021.6,,4
2022-05-26 17:00:00,20.6,14,66,0,,130,20.5,,1021.6,,4
2022-05-26 18:00:00,20.6,14.5,68,0,,150,14.8,,1020.5,,4
2022-05-26 19:00:00,20.6,14.5,68,0,,150,14.8,,1020.4,,4
2022-05-26 20:00:00,20,14.4,70,0,,150,13,,1020.2,,4
2022-05-26 21:00:00,20.6,14.5,68,0,,150,11.2,,1020.2,,4
2022-05-26 22:00:00,20.6,14.5,68,0,,150,11.2,,1020,,4
2022-05-26 23:00:00,20,15,73,0,,150,7.6,,1018.9,,4
2022-05-27 00:00:00,20,15,73,0,,150,7.6,,1018.9,,4
2022-05-27 01:00:00,19.4,16.6,84,0,,140,9.4,,1017.3,,4
2022-05-27 02:00:00,19.4,16.6,84,0,,140,9.4,,1017.3,,5
2022-05-27 03:00:00,19.4,17.2,87,0,,160,7.6,,1016.7,,4
2022-05-27 04:00:00,20,17.8,87,0,,160,7.6,,1015.4,,5
2022-05-27 05:00:00,20,17.8,87,0,,160,7.6,,1015.4,,5
2022-05-27 06:00:00,20.6,18.4,87,0,,170,9.4,,1015,,5
2022-05-27 07:00:00,20.6,18.4,87,0,,170,9.4,,1015,,4
2022-05-27 08:00:00,22.2,18.4,79,0,,180,14.8,,1014.6,,4
2022-05-27 09:00:00,23.3,18.4,74,0,,170,13,,1014,,7
2022-05-27 10:00:00,25,18.2,66,0,,160,13,,1013.4,,7
2022-05-27 11:00:00,26.1,18.3,62,0,,150,16.6,,1012.9,,7
2022-05-27 12:00:00,26.1,18.3,62,0,,150,16.6,,1012.9,,7
2022-05-27 13:00:00,28.3,19,57,0,,180,24.1,,1011.2,,7
2022-05-27 14:00:00,26.7,19.3,64,0,,180,24.1,,1010.8,,7
2022-05-27 15:00:00,27.8,18.8,58,0,,190,22.3,,1010.1,,8
2022-05-27 16:00:00,27.8,18.8,58,0.1,,190,22.3,,1010.1,,8
2022-05-27 17:00:00,24.4,20.1,77,1.7,,150,18.4,,1011,,8
2022-05-27 18:00:00,21.7,18.9,84,8.6,,170,14.8,,1008.4,,8
2022-05-27 19:00:00,21.1,17.9,82,0,,170,14.8,,1009.3,,7
2022-05-27 20:00:00,21.1,17.9,82,0,,170,14.8,,1009.3,,7
2022-05-27 21:00:00,21.1,18.3,84,0,,160,11.2,,1009.6,,7
2022-05-27 22:00:00,20.6,18.4,87,0,,160,7.6,,1009.1,,3
2022-05-27 23:00:00,20.6,18.4,87,0,,160,7.6,,1009.1,,3
2022-05-28 00:00:00,21.1,18.3,84,0,,140,7.6,,1008.2,,3
2022-05-28 01:00:00,19.4,17.9,91,0.5,,0,0,,1006.4,,3
2022-05-28 02:00:00,19.4,17.9,91,5.6,,0,0,,1006.4,,3
2022-05-28 03:00:00,20.6,18.4,87,0,,0,0,,1005.6,,3
2022-05-28 04:00:00,20.6,18.4,87,0,,240,16.6,,1005.3,,3
2022-05-28 05:00:00,20.6,18.4,87,0,,240,9.4,,1005.7,,3
2022-05-28 06:00:00,20.6,18.9,90,0,,240,9.4,,1006,,2
2022-05-28 07:00:00,20.6,18.9,90,0,,240,9.4,,1006,,2
2022-05-28 08:00:00,21.7,18.9,84,0,,220,9.4,,1006.2,,2
2022-05-28 09:00:00,22.2,19,82,0,,220,11.2,,1006.1,,3
2022-05-28 10:00:00,24.4,18.8,71,0,,220,9.4,,1006.2,,3
2022-05-28 11:00:00,24.4,18.8,71,0,,228,9.4,,1006.2,,3
2022-05-28 12:00:00,25.6,19,67,0,,290,9.4,,1005.3,,3
2022-05-28 13:00:00,20,17.2,84,5.1,,310,20.5,,1006.5,,3
2022-05-28 14:00:00,23.9,15.1,58,2.2,,310,24.1,,1006.9,,3
2022-05-28 15:00:00,23.9,16.2,62,0,,300,25.9,,1007.6,,3
2022-05-28 16:00:00,23.9,16.2,62,0,,260,33.5,,1007.6,,3
2022-05-28 17:00:00,25,16.2,58,0,,250,20.5,,1007.5,,3
2022-05-28 18:00:00,24.4,15.6,58,0,,250,22.3,,1008.3,,3
2022-05-28 19:00:00,23.9,15.7,60,0,,260,20.5,,1009.2,,3
2022-05-28 20:00:00,23.3,15.6,62,0,,270,16.6,,1010,,3
2022-05-28 21:00:00,22.2,15.5,66,0,,290,13,,1011.2,,3
2022-05-28 22:00:00,22.2,15.5,66,0,,290,13,,1011.2,,3
2022-05-28 23:00:00,21.1,14,64,0,,310,11.2,,1013.1,,3
2022-05-29 00:00:00,21.1,14,64,0,,320,11.2,,1013.1,,3
2022-05-29 01:00:00,20,13.2,65,0,,320,11.2,,1013.5,,3
2022-05-29 02:00:00,19.4,12.9,66,0,,290,13,,1013.7,,3
2022-05-29 03:00:00,18.3,13.4,73,0,,320,13,,1014.2,,3
2022-05-29 04:00:00,17.8,12.9,73,0,,330,9.4,,1014.6,,3
2022-05-29 05:00:00,17.2,11.7,70,0,,350,7.6,,1015.5,,3
2022-05-29 06:00:00,18.3,12.3,68,0,,30,7.6,,1016.4,,3
2022-05-29 07:00:00,18.3,12.3,68,0,,30,7.6,,1016.4,,3
2022-05-29 08:00:00,21.7,12.8,57,0,,10,5.4,,1018,,3
2022-05-29 09:00:00,22.8,12.7,53,0,,0,0,,1018.3,,3
2022-05-29 10:00:00,23.3,12.9,52,0,,110,7.6,,1018.3,,3
2022-05-29 11:00:00,23.3,12.9,52,0,,110,7.6,,1018.3,,3
2022-05-29 12:00:00,24.4,11.7,45,0,,120,9.4,,1017.9,,3
2022-05-29 13:00:00,24.4,11.7,45,0,,120,5.4,,1017.9,,3
2022-05-29 14:00:00,25,11.6,43,0,,0,0,,1017.8,,3
2022-05-29 15:00:00,26.1,12.2,42,0,,160,14.8,,1017.2,,3
2022-05-29 16:00:00,26.1,12.2,42,0,,160,14.8,,1017.2,,3
2022-05-29 17:00:00,25,12.9,47,0,,160,16.6,,1016.8,,3
2022-05-29 18:00:00,23.9,12.8,50,0,,170,13,,1017.4,,3
2022-05-29 19:00:00,23.3,13.2,53,0,,160,13,,1017.5,,3
2022-05-29 20:00:00,22.8,13.3,55,0,,160,9.4,,1017.9,,3
2022-05-29 21:00:00,22.8,13.3,55,0,,160,9.4,,1017.9,,3
2022-05-29 22:00:00,21.1,13.3,61,0,,160,5.4,,1018.9,,3
2022-05-29 23:00:00,21.1,12.8,59,0,,0,0,,1019.3,,3
2022-05-30 00:00:00,19.4,12.9,66,0,,200,7.6,,1019.2,,3
2022-05-30 01:00:00,19.4,12.9,66,0,,200,7.6,,1019.2,,3
2022-05-30 02:00:00,18.3,14.4,78,0,,190,5.4,,1019.1,,3
2022-05-30 03:00:00,18.3,14.4,78,0,,230,5.4,,1019.2,,3
2022-05-30 04:00:00,17.2,13.9,81,0,,230,5.4,,1019.4,,3
2022-05-30 05:00:00,17.8,14.5,81,0,,0,0,,1019.6,,3
2022-05-30 06:00:00,17.8,14.5,81,0,,0,0,,1019.6,,3
2022-05-30 07:00:00,19.4,16.1,81,0,,220,9.4,,1020.2,,3
2022-05-30 08:00:00,21.7,16.2,71,0,,220,9.4,,1020.2,,3
2022-05-30 09:00:00,27.2,16.2,51,0,,250,11.2,,1019.9,,3
2022-05-30 10:00:00,28.9,15.8,45,0,,280,16.6,,1019.5,,3
2022-05-30 11:00:00,28.9,15.8,45,0,,280,16.6,,1019.5,,3
2022-05-30 12:00:00,30.6,16.2,42,0,,220,14.8,,1018,,3
2022-05-30 13:00:00,31.1,15.5,39,0,,200,14.8,,1017.8,,3
2022-05-30 14:00:00,32.2,16.1,38,0,,240,18.4,,1017.3,,3
2022-05-30 15:00:00,31.7,15.6,38,0,,210,20.5,,1016.7,,3
2022-05-30 16:00:00,31.7,15.6,38,0,,210,20.5,,1016.7,,3
2022-05-30 17:00:00,32.2,15.7,37,0,,250,22.3,,1016.1,,3
2022-05-30 18:00:00,32.2,16.1,38,0,,230,14.8,,1016,,3
2022-05-30 19:00:00,31.1,16.3,41,0,,230,14.8,,1016.1,,3
2022-05-30 20:00:00,31.1,16.3,41,0,,230,14.8,,1016.1,,3
2022-05-30 21:00:00,28.3,17.2,51,0,,200,11.2,,1016.2,,3
2022-05-30 22:00:00,28.3,17.8,53,0,,220,14.8,,1016.6,,3
2022-05-30 23:00:00,27.2,18.2,58,0,,220,13,,1016.5,,3
2022-05-31 00:00:00,26.1,19,65,0,,240,20.5,,1016.1,,3
2022-05-31 01:00:00,25.6,19,67,0,,240,16.6,,1015.9,,4
2022-05-31 02:00:00,25.6,19,67,0,,240,16.6,,1015.9,,3
2022-05-31 03:00:00,25,18.9,69,0,,250,16.6,,1015.3,,3
2022-05-31 04:00:00,24.4,18.8,71,0,,240,14.8,,1015.5,,3
2022-05-31 05:00:00,24.4,18.8,71,0,,240,11.2,,1015.7,,3
2022-05-31 06:00:00,24.4,18.8,71,0,,240,11.2,,1015.7,,3
2022-05-31 07:00:00,27.8,18.2,56,0,,270,16.6,,1015.6,,3
2022-05-31 08:00:00,30,18.4,50,0,,310,14.8,,1015.5,,3
2022-05-31 09:00:00,32.2,16.9,40,0,,310,14.8,,1015,,3
2022-05-31 10:00:00,33.3,16.2,36,0,,330,29.5,,1014.4,,3
2022-05-31 11:00:00,33.3,16.2,36,0,,320,29.5,,1014.4,,3
2022-05-31 12:00:00,34.4,14.8,31,0,,300,18.4,,1013.5,,3
2022-05-31 13:00:00,35.6,15.9,31,0,,300,18.4,,1013.2,,3
2022-05-31 14:00:00,36.1,15.3,29,0,,260,22.3,,1012.6,,3
2022-05-31 15:00:00,36.1,15.3,29,0,,260,22.3,,1012.6,,3
2022-05-31 16:00:00,35,15.9,32,0,,340,22.3,,1012,,3
2022-05-31 17:00:00,35,15.9,32,0,,310,14.8,,1011.7,,3
2022-05-31 18:00:00,35,13.8,28,0,,310,14.8,,1011.5,,3
2022-05-31 19:00:00,33.9,13.4,29,0,,290,13,,1011.6,,3
2022-05-31 20:00:00,33.3,14.4,32,0,,290,11.2,,1012,,3
2022-05-31 21:00:00,33.3,14.4,32,0,,290,11.2,,1012,,3
2022-05-31 22:00:00,26.1,16.6,56,0,,110,14.8,,1012.9,,3
2022-05-31 23:00:00,22.8,16.1,66,0,,80,14.8,,1013.6,,3
